transaction_id,donor_reference,transaction_date,amount,currency,payment_method,payment_status,bank_reference,processing_fee,net_amount,campaign_code,data_source
32382,DNR-04092,2023-08-19,57.64,GBP,Bank Transfer,Completed,BK580376,0.0,57.64,C130.0,Finance System
32383,DNR-04092,2024-04-24,55.63,GBP,Bank Transfer,Completed,BK531132,0.0,55.63,C104.0,Finance System
32384,DNR-04092,2023-11-13,41.7,GBP,Bank Transfer,Completed,BK624314,0.0,41.7,,Finance System
32385,DNR-04092,2023-07-30,24.66,GBP,Bank Transfer,Completed,BK898973,0.0,24.66,C116.0,Finance System
32386,DNR-04092,2023-02-17,16.57,GBP,Bank Transfer,Pending,BK602353,0.0,16.57,C113.0,Finance System
32387,DNR-04092,2024-09-06,70.05,GBP,Cheque,Completed,BK756203,0.0,70.05,C125.0,Finance System
32388,DNR-04093,2024-05-17,26.96,GBP,Cash,Completed,BK330577,0.0,26.96,C120.0,Finance System
32389,DNR-04093,2024-09-24,47.57,GBP,Card,Completed,BK567047,1.19,46.38,C107.0,Finance System
32390,DNR-04093,2023-10-01,43.61,GBP,Card,Completed,BK602846,1.09,42.519999999999996,C123.0,Finance System
32391,DNR-04093,2024-01-24,14.43,GBP,Card,Completed,BK590244,0.36,14.07,C128.0,Finance System
32392,DNR-04093,2023-08-16,50.69,GBP,Card,Completed,BK782196,1.27,49.419999999999995,C117.0,Finance System
32393,DNR-04093,2023-09-09,28.29,GBP,Card,Completed,BK326654,0.71,27.58,C117.0,Finance System
32394,DNR-04093,2024-03-15,38.56,GBP,Card,Completed,BK984322,0.96,37.6,C133.0,Finance System
32395,DNR-04093,2023-02-12,26.33,GBP,Bank Transfer,Completed,BK296125,0.0,26.33,C131.0,Finance System
32396,DNR-04093,2023-12-21,37.0,GBP,Bank Transfer,Completed,BK546560,0.0,37.0,C112.0,Finance System
32397,DNR-04096,2024-09-05,5.0,GBP,Direct Debit,Completed,BK504903,0.0,5.0,C106.0,Finance System
32398,DNR-04096,2023-02-28,5.34,GBP,Direct Debit,Completed,BK890867,0.0,5.34,C100.0,Finance System
32399,DNR-04096,2024-04-05,6.5,GBP,Direct Debit,Failed,BK937282,0.0,6.5,,Finance System
32400,DNR-04096,2024-06-13,5.95,GBP,Bank Transfer,Completed,BK149190,0.0,5.95,C120.0,Finance System
32401,DNR-04096,2023-02-09,6.38,GBP,Direct Debit,Completed,BK320548,0.0,6.38,,Finance System
32402,DNR-04096,2023-07-31,5.0,GBP,Direct Debit,Completed,BK794431,0.0,5.0,C116.0,Finance System
32403,DNR-04096,2023-06-10,5.13,GBP,Direct Debit,Completed,BK149719,0.0,5.13,C126.0,Finance System
32404,DNR-04096,2024-08-10,5.66,GBP,Direct Debit,Completed,BK261640,0.0,5.66,C102.0,Finance System
32405,DNR-04096,2024-01-25,5.0,GBP,Direct Debit,Completed,BK717569,0.0,5.0,C128.0,Finance System
32406,DNR-04096,2023-02-14,5.45,GBP,Direct Debit,Completed,BK252373,0.0,5.45,C131.0,Finance System
32407,DNR-04096,2023-08-06,7.43,GBP,Direct Debit,Completed,BK644396,0.0,7.43,C130.0,Finance System
32408,DNR-04096,2024-06-16,5.0,GBP,Direct Debit,Completed,BK461448,0.0,5.0,C132.0,Finance System
32409,DNR-04096,2024-09-11,5.0,GBP,Direct Debit,Completed,BK931816,0.0,5.0,C106.0,Finance System
32410,DNR-04096,2024-02-21,5.0,GBP,Cheque,Completed,BK404266,0.0,5.0,C119.0,Finance System
32411,DNR-04096,2024-08-11,5.0,GBP,Card,Completed,BK647970,0.12,4.88,,Finance System
32412,DNR-04096,2024-09-12,5.24,GBP,Card,Completed,BK216924,0.13,5.11,C107.0,Finance System
32413,DNR-04096,2023-03-22,5.0,GBP,Direct Debit,Completed,BK542793,0.0,5.0,C114.0,Finance System
32414,DNR-04096,2024-04-19,5.0,GBP,Direct Debit,Completed,BK263007,0.0,5.0,C104.0,Finance System
32415,DNR-04097,2024-08-17,34.22,GBP,Card,Completed,BK496915,0.86,33.36,C102.0,Finance System
32416,DNR-04098,2024-09-17,151.0,GBP,Direct Debit,Completed,BK405571,0.0,151.0,C124.0,Finance System
32417,DNR-04101,2024-01-19,337.32,GBP,Cheque,Completed,BK835563,0.0,337.32,C128.0,Finance System
32418,DNR-04101,2024-01-16,215.22,GBP,Cheque,Completed,BK557111,0.0,215.22,,Finance System
32419,DNR-04101,2023-06-09,174.87,GBP,Card,Completed,BK925399,4.37,170.5,C108.0,Finance System
32420,DNR-04101,2024-07-20,276.09,GBP,Card,Completed,BK913262,6.9,269.19,C127.0,Finance System
32421,DNR-04101,2023-03-01,235.58,GBP,Bank Transfer,Completed,BK813240,0.0,235.58,C100.0,Finance System
32422,DNR-04101,2023-03-18,358.25,GBP,Bank Transfer,Completed,BK506440,0.0,358.25,C100.0,Finance System
32423,DNR-04101,2024-06-01,314.68,GBP,Bank Transfer,Completed,BK393398,0.0,314.68,C120.0,Finance System
32424,DNR-04101,2023-10-23,283.52,GBP,Card,Completed,BK484165,7.09,276.43,,Finance System
32425,DNR-04101,2024-04-04,317.77,GBP,Card,Completed,BK767989,7.94,309.83,,Finance System
32426,DNR-04101,2023-02-26,285.41,GBP,Card,Completed,BK739412,7.14,278.27000000000004,C115.0,Finance System
32427,DNR-04101,2024-06-12,198.99,GBP,Card,Completed,BK415229,4.97,194.02,,Finance System
32428,DNR-04101,2023-06-13,241.59,GBP,Bank Transfer,Completed,BK438312,0.0,241.59,C108.0,Finance System
32429,DNR-04101,2023-03-24,343.05,GBP,Card,Completed,BK407915,8.58,334.47,C100.0,Finance System
32430,DNR-04101,2024-04-03,273.3,GBP,Card,Completed,BK577573,6.83,266.47,C101.0,Finance System
32431,DNR-04101,2024-08-13,139.35,GBP,Bank Transfer,Completed,BK786924,0.0,139.35,C102.0,Finance System
32432,DNR-04101,2024-02-21,206.14,GBP,Card,Completed,BK396589,5.15,200.98999999999998,C119.0,Finance System
32433,DNR-04101,2024-01-21,250.39,GBP,Card,Completed,BK627916,6.26,244.13,C129.0,Finance System
32434,DNR-04101,2024-11-23,133.11,GBP,Card,Completed,BK131880,3.33,129.78,,Finance System
32435,DNR-04101,2024-09-12,183.82,GBP,Card,Completed,BK907519,4.6,179.22,,Finance System
32436,DNR-04101,2023-02-10,229.4,GBP,Card,Completed,BK391471,5.74,223.66,C131.0,Finance System
32437,DNR-04101,2024-02-20,184.79,GBP,Card,Completed,BK877158,4.62,180.17,C119.0,Finance System
32438,DNR-04102,2023-08-13,91.75,GBP,Direct Debit,Completed,BK444244,0.0,91.75,C109.0,Finance System
32439,DNR-04102,2023-12-13,113.76,GBP,Direct Debit,Completed,BK486918,0.0,113.76,,Finance System
32440,DNR-04102,2023-01-30,100.6,GBP,Direct Debit,Completed,BK449713,0.0,100.6,C113.0,Finance System
32441,DNR-04102,2024-06-16,78.62,GBP,Direct Debit,Completed,BK158108,0.0,78.62,C132.0,Finance System
32442,ANON-1127,2024-09-16,66.57,GBP,Card,Completed,BK413814,1.66,64.91,C124.0,Finance System
32443,DNR-04102,2023-03-04,105.71,GBP,Direct Debit,Completed,BK796281,0.0,105.71,C100.0,Finance System
32444,DNR-04102,2023-12-12,141.63,GBP,Direct Debit,Completed,BK311499,0.0,141.63,C112.0,Finance System
32445,DNR-04102,2023-01-30,105.6,GBP,Cash,Completed,BK765751,0.0,105.6,,Finance System
32446,DNR-04102,2023-08-16,102.87,GBP,Direct Debit,Completed,BK561320,0.0,102.87,C109.0,Finance System
32447,DNR-04102,2023-12-14,133.55,GBP,Direct Debit,Completed,BK690666,0.0,133.55,C112.0,Finance System
32448,DNR-04102,2023-10-01,109.21,GBP,Direct Debit,Completed,BK188029,0.0,109.21,,Finance System
32449,ANON-3721,2024-03-10,93.41,GBP,Card,Completed,BK227325,2.34,91.07,C119.0,Finance System
32450,DNR-04104,2024-09-03,17.36,GBP,Card,Completed,BK670153,0.43,16.93,C125.0,Finance System
32451,DNR-04104,2024-08-22,18.3,GBP,Card,Completed,BK665087,0.46,17.84,C125.0,Finance System
32452,DNR-04104,2024-07-26,23.97,GBP,Bank Transfer,Completed,BK869909,0.0,23.97,,Finance System
32453,DNR-04105,2023-03-12,23.16,GBP,Bank Transfer,Completed,BK661138,0.0,23.16,C100.0,Finance System
32454,DNR-04105,2024-08-27,23.02,GBP,Bank Transfer,Completed,BK682435,0.0,23.02,C102.0,Finance System
32455,DNR-04105,2024-09-13,16.57,GBP,Bank Transfer,Completed,BK903371,0.0,16.57,C125.0,Finance System
32456,DNR-04106,2023-10-27,14.62,GBP,Card,Completed,BK224741,0.37,14.25,,Finance System
32457,DNR-04107,2024-07-28,248.05,GBP,Cash,Completed,BK548145,0.0,248.05,C134.0,Finance System
32458,DNR-04107,2024-08-23,109.41,GBP,Card,Failed,BK428356,2.74,106.67,C102.0,Finance System
32459,DNR-04108,2024-03-15,46.52,GBP,Card,Completed,BK630156,1.16,45.36000000000001,C133.0,Finance System
32460,DNR-04108,2023-02-03,25.44,GBP,Bank Transfer,Completed,BK231817,0.0,25.44,C113.0,Finance System
32461,DNR-04108,2024-03-21,34.19,GBP,Card,Completed,BK432506,0.85,33.339999999999996,C119.0,Finance System
32462,DNR-04108,2023-03-02,32.3,GBP,Card,Completed,BK977657,0.81,31.49,C100.0,Finance System
32463,DNR-04109,2023-06-15,10.26,GBP,Card,Completed,BK943721,0.26,10.0,C126.0,Finance System
32464,DNR-04109,2023-04-07,11.32,GBP,Card,Completed,BK751802,0.28,11.040000000000001,,Finance System
32465,DNR-04111,2024-09-26,5.0,GBP,Card,Completed,BK830278,0.12,4.88,C106.0,Finance System
32466,DNR-04113,2023-12-03,49.33,GBP,Direct Debit,Completed,BK328673,0.0,49.33,C112.0,Finance System
32467,DNR-04113,2024-10-04,66.96,GBP,Direct Debit,Completed,BK583803,0.0,66.96,C107.0,Finance System
32468,DNR-04113,2023-08-07,78.16,GBP,Direct Debit,Completed,BK235356,0.0,78.16,C130.0,Finance System
32469,DNR-04113,2024-04-04,54.13,GBP,Direct Debit,Completed,BK946968,0.0,54.13,C101.0,Finance System
32470,DNR-04113,2024-05-24,77.16,GBP,Direct Debit,Completed,BK875890,0.0,77.16,,Finance System
32471,DNR-04113,2024-06-16,62.47,GBP,Direct Debit,Completed,BK916967,0.0,62.47,C132.0,Finance System
32472,DNR-04113,2024-04-05,59.45,GBP,Direct Debit,Completed,BK722027,0.0,59.45,C101.0,Finance System
32473,DNR-04113,2024-01-09,66.42,GBP,Bank Transfer,Completed,BK679678,0.0,66.42,C105.0,Finance System
32474,DNR-04113,2023-08-06,58.51,GBP,Direct Debit,Completed,BK436566,0.0,58.51,C130.0,Finance System
32475,DNR-04115,2024-07-19,19.24,GBP,Direct Debit,Completed,BK763201,0.0,19.24,C127.0,Finance System
32476,DNR-04115,2024-05-02,26.72,GBP,Direct Debit,Completed,BK468859,0.0,26.72,C104.0,Finance System
32477,DNR-04115,2024-09-13,15.37,GBP,Cheque,Completed,BK869464,0.0,15.37,C124.0,Finance System
32478,DNR-04115,2024-08-19,8.95,GBP,Direct Debit,Completed,BK188540,0.0,8.95,C102.0,Finance System
32479,ANON-1596,2024-07-29,43.94,GBP,Direct Debit,Completed,BK121034,0.0,43.94,C134.0,Finance System
32480,DNR-04115,2024-07-28,24.39,GBP,Direct Debit,Completed,BK717505,0.0,24.39,C134.0,Finance System
32481,DNR-04115,2024-10-02,37.98,GBP,Direct Debit,Completed,BK592248,0.0,37.98,C107.0,Finance System
32482,DNR-04115,2024-06-14,24.21,GBP,Direct Debit,Completed,BK654938,0.0,24.21,C120.0,Finance System
32483,DNR-04115,2024-08-05,32.58,GBP,Card,Completed,BK633600,0.81,31.77,C122.0,Finance System
32484,DNR-04115,2024-07-19,35.1,GBP,Bank Transfer,Completed,BK454559,0.0,35.1,,Finance System
32485,DNR-04115,2024-05-28,42.96,GBP,Direct Debit,Completed,BK107166,0.0,42.96,C120.0,Finance System
32486,DNR-04115,2024-07-28,44.06,GBP,Direct Debit,Completed,BK929435,0.0,44.06,C134.0,Finance System
32487,DNR-04115,2024-10-05,37.84,GBP,Direct Debit,Completed,BK492876,0.0,37.84,C124.0,Finance System
32488,DNR-04115,2024-04-20,26.8,GBP,Direct Debit,Pending,BK363809,0.0,26.8,C104.0,Finance System
32489,DNR-04116,2023-11-20,31.83,GBP,Bank Transfer,Completed,BK225587,0.0,31.83,,Finance System
32490,DNR-04117,2024-07-28,13.95,GBP,Card,Completed,BK470804,0.35,13.6,C134.0,Finance System
32491,ANON-5810,2024-07-27,17.6,GBP,Card,Completed,BK245299,0.44,17.16,C122.0,Finance System
32492,DNR-04118,2023-09-04,7.51,GBP,Direct Debit,Completed,BK757834,0.0,7.51,C109.0,Finance System
32493,DNR-04118,2023-01-31,8.98,GBP,Direct Debit,Completed,BK859113,0.0,8.98,C131.0,Finance System
32494,DNR-04118,2023-06-11,8.04,GBP,Direct Debit,Completed,BK380879,0.0,8.04,C126.0,Finance System
32495,DNR-04118,2023-05-13,9.29,GBP,Direct Debit,Completed,BK336209,0.0,9.29,C111.0,Finance System
32496,DNR-04118,2024-06-16,13.22,GBP,Direct Debit,Completed,BK168021,0.0,13.22,C132.0,Finance System
32497,DNR-04118,2023-06-07,14.57,GBP,Cash,Completed,BK145066,0.0,14.57,C126.0,Finance System
32498,DNR-04118,2023-05-29,11.45,GBP,Direct Debit,Completed,BK256352,0.0,11.45,C126.0,Finance System
32499,DNR-04118,2023-08-05,10.17,GBP,Direct Debit,Completed,BK298259,0.0,10.17,C130.0,Finance System
32500,DNR-04118,2023-12-22,6.97,GBP,Direct Debit,Completed,BK944890,0.0,6.97,C105.0,Finance System
32501,DNR-04118,2024-08-25,9.47,GBP,Direct Debit,Pending,BK266816,0.0,9.47,C125.0,Finance System
32502,DNR-04118,2023-12-07,12.59,GBP,Card,Pending,BK257213,0.31,12.28,C112.0,Finance System
32503,DNR-04118,2024-05-29,11.5,GBP,Direct Debit,Completed,BK412354,0.0,11.5,C120.0,Finance System
32504,DNR-04118,2023-09-14,8.6,GBP,Direct Debit,Completed,BK447852,0.0,8.6,C123.0,Finance System
32505,DNR-04118,2024-08-31,13.44,GBP,Direct Debit,Completed,BK463534,0.0,13.44,C125.0,Finance System
32506,DNR-04118,2023-12-17,10.87,GBP,Direct Debit,Completed,BK465926,0.0,10.87,C112.0,Finance System
32507,DNR-04118,2024-08-15,13.34,GBP,Card,Pending,BK851408,0.33,13.01,C102.0,Finance System
32508,DNR-04118,2024-03-15,11.78,GBP,Direct Debit,Completed,BK668979,0.0,11.78,C133.0,Finance System
32509,DNR-04118,2023-03-28,9.7,GBP,Direct Debit,Completed,BK798885,0.0,9.7,C100.0,Finance System
32510,DNR-04118,2024-08-26,12.65,GBP,Direct Debit,Completed,BK927844,0.0,12.65,C102.0,Finance System
32511,DNR-04118,2023-01-31,13.53,GBP,Direct Debit,Pending,BK723626,0.0,13.53,C131.0,Finance System
32512,DNR-04118,2023-03-17,11.24,GBP,Direct Debit,Completed,BK533827,0.0,11.24,C110.0,Finance System
32513,DNR-04118,2023-04-30,8.65,GBP,Direct Debit,Completed,BK442191,0.0,8.65,C111.0,Finance System
32514,DNR-04118,2023-06-13,6.69,GBP,Direct Debit,Completed,BK105049,0.0,6.69,C126.0,Finance System
32515,DNR-04118,2024-06-16,7.52,GBP,Direct Debit,Completed,BK474591,0.0,7.52,C132.0,Finance System
32516,DNR-04118,2023-02-27,14.26,GBP,Direct Debit,Completed,BK828922,0.0,14.26,C118.0,Finance System
32517,DNR-04118,2023-08-16,9.67,GBP,Bank Transfer,Completed,BK945311,0.0,9.67,C109.0,Finance System
32518,DNR-04118,2024-08-20,7.92,GBP,Direct Debit,Completed,BK996734,0.0,7.92,C125.0,Finance System
32519,DNR-04118,2023-08-21,8.4,GBP,Direct Debit,Completed,BK727567,0.0,8.4,C116.0,Finance System
32520,DNR-04118,2024-01-07,10.5,GBP,Direct Debit,Completed,BK647787,0.0,10.5,C105.0,Finance System
32521,ANON-5858,2024-07-30,5.0,GBP,Direct Debit,Completed,BK896607,0.0,5.0,C122.0,Finance System
32522,DNR-04119,2023-07-01,22.16,GBP,Bank Transfer,Completed,BK498261,0.0,22.16,,Finance System
32523,DNR-04119,2023-08-08,22.01,GBP,Bank Transfer,Completed,BK564444,0.0,22.01,C130.0,Finance System
32524,DNR-04119,2023-05-11,25.67,GBP,Card,Completed,BK375171,0.64,25.03,,Finance System
32525,DNR-04119,2023-03-23,21.81,GBP,Cash,Completed,BK411662,0.0,21.81,C100.0,Finance System
32526,DNR-04119,2023-03-01,16.32,GBP,Card,Completed,BK452519,0.41,15.91,C118.0,Finance System
32527,DNR-04119,2023-09-01,13.54,GBP,Card,Completed,BK154346,0.34,13.2,C109.0,Finance System
32528,DNR-04121,2023-09-06,31.31,GBP,Card,Completed,BK442960,0.78,30.529999999999998,C109.0,Finance System
32529,ANON-2216,2023-08-28,20.76,GBP,Bank Transfer,Completed,BK641283,0.0,20.76,,Finance System
32530,DNR-04123,2024-04-10,5.0,GBP,Cheque,Completed,BK979664,0.0,5.0,C101.0,Finance System
32531,DNR-04124,2023-08-15,34.75,GBP,Direct Debit,Completed,BK828407,0.0,34.75,C116.0,Finance System
32532,ANON-5375,2024-06-15,34.86,GBP,Card,Completed,BK341642,0.87,33.99,C132.0,Finance System
32533,ANON-3732,2024-08-07,62.28,GBP,Direct Debit,Failed,BK385016,0.0,62.28,C127.0,Finance System
32534,DNR-04124,2023-08-17,50.54,GBP,Direct Debit,Completed,BK537885,0.0,50.54,C109.0,Finance System
32535,DNR-04124,2023-03-08,47.3,GBP,Direct Debit,Completed,BK937867,0.0,47.3,C110.0,Finance System
32536,DNR-04124,2023-02-19,57.78,GBP,Direct Debit,Completed,BK417075,0.0,57.78,C118.0,Finance System
32537,DNR-04124,2023-11-26,47.5,GBP,Direct Debit,Completed,BK245108,0.0,47.5,C112.0,Finance System
32538,DNR-04124,2024-03-19,28.64,GBP,Direct Debit,Completed,BK219180,0.0,28.64,C119.0,Finance System
32539,DNR-04124,2024-08-29,23.4,GBP,Direct Debit,Failed,BK700468,0.0,23.4,C102.0,Finance System
32540,DNR-04124,2024-03-15,57.98,GBP,Direct Debit,Pending,BK133335,0.0,57.98,C133.0,Finance System
32541,DNR-04124,2024-02-29,40.77,GBP,Direct Debit,Completed,BK243481,0.0,40.77,C119.0,Finance System
32542,DNR-04124,2024-07-16,27.75,GBP,Direct Debit,Completed,BK860748,0.0,27.75,C127.0,Finance System
32543,DNR-04124,2024-07-17,42.99,GBP,Direct Debit,Completed,BK340152,0.0,42.99,C127.0,Finance System
32544,DNR-04125,2023-03-13,23.44,GBP,Card,Completed,BK949084,0.59,22.85,C115.0,Finance System
32545,DNR-04125,2024-04-07,14.35,GBP,Card,Completed,BK704017,0.36,13.99,C101.0,Finance System
32546,DNR-04125,2023-12-24,25.02,GBP,Card,Completed,BK812913,0.63,24.39,C105.0,Finance System
32547,DNR-04125,2023-02-20,22.03,GBP,Card,Completed,BK960498,0.55,21.48,C118.0,Finance System
32548,DNR-04127,2023-03-13,10.92,GBP,Card,Completed,BK341938,0.27,10.65,C114.0,Finance System
32549,DNR-04127,2023-07-02,7.04,GBP,Card,Completed,BK844011,0.18,6.86,,Finance System
32550,DNR-04127,2023-02-19,9.76,GBP,Card,Completed,BK367359,0.24,9.52,C118.0,Finance System
32551,DNR-04127,2024-03-30,10.0,GBP,Card,Completed,BK177180,0.25,9.75,C101.0,Finance System
32552,DNR-04127,2024-01-15,9.43,GBP,Card,Completed,BK341610,0.24,9.19,C129.0,Finance System
32553,DNR-04127,2024-09-07,5.82,GBP,Cash,Completed,BK883589,0.0,5.82,C125.0,Finance System
32554,DNR-04128,2024-01-31,10.11,GBP,Card,Completed,BK668237,0.25,9.86,,Finance System
32555,ANON-1596,2024-01-22,13.9,GBP,Bank Transfer,Completed,BK732362,0.0,13.9,,Finance System
32556,DNR-04129,2023-12-16,9.73,GBP,Direct Debit,Completed,BK392635,0.0,9.73,,Finance System
32557,DNR-04129,2024-01-16,5.0,GBP,Direct Debit,Completed,BK829555,0.0,5.0,C105.0,Finance System
32558,DNR-04129,2024-01-04,13.57,GBP,Direct Debit,Completed,BK702735,0.0,13.57,C105.0,Finance System
32559,DNR-04129,2023-06-17,18.91,GBP,Direct Debit,Completed,BK819506,0.0,18.91,C108.0,Finance System
32560,DNR-04129,2024-07-20,14.05,GBP,Direct Debit,Completed,BK768361,0.0,14.05,C127.0,Finance System
32561,DNR-04129,2023-03-16,12.62,GBP,Direct Debit,Completed,BK485885,0.0,12.62,C114.0,Finance System
32562,DNR-04129,2023-09-10,15.5,GBP,Card,Completed,BK969502,0.39,15.11,C123.0,Finance System
32563,DNR-04129,2024-07-25,16.74,GBP,Direct Debit,Completed,BK596677,0.0,16.74,C122.0,Finance System
32564,DNR-04129,2024-02-13,14.74,GBP,Direct Debit,Completed,BK286281,0.0,14.74,,Finance System
32565,DNR-04129,2023-02-24,7.26,GBP,Direct Debit,Completed,BK150688,0.0,7.26,,Finance System
32566,DNR-04129,2023-02-09,12.75,GBP,Direct Debit,Refunded,BK156896,0.0,12.75,C131.0,Finance System
32567,DNR-04133,2024-02-28,9.32,GBP,Card,Completed,BK501702,0.23,9.09,C119.0,Finance System
32568,DNR-04134,2024-07-08,29.51,GBP,Direct Debit,Completed,BK732565,0.0,29.51,,Finance System
32569,DNR-04134,2024-07-18,37.76,GBP,Direct Debit,Completed,BK212644,0.0,37.76,C127.0,Finance System
32570,DNR-04134,2024-04-28,30.6,GBP,Direct Debit,Completed,BK727112,0.0,30.6,C104.0,Finance System
32571,DNR-04134,2024-09-25,39.6,GBP,Direct Debit,Completed,BK822219,0.0,39.6,,Finance System
32572,DNR-04134,2024-08-20,30.15,GBP,Direct Debit,Completed,BK270629,0.0,30.15,,Finance System
32573,DNR-04134,2024-05-09,25.58,GBP,Card,Completed,BK449802,0.64,24.939999999999998,,Finance System
32574,DNR-04134,2024-09-13,41.77,GBP,Direct Debit,Completed,BK520904,0.0,41.77,C125.0,Finance System
32575,DNR-04134,2024-09-07,27.25,GBP,Bank Transfer,Completed,BK579753,0.0,27.25,C102.0,Finance System
32576,DNR-04134,2024-09-26,27.24,GBP,Direct Debit,Completed,BK657448,0.0,27.24,C106.0,Finance System
32577,DNR-04134,2023-11-22,28.34,GBP,Direct Debit,Completed,BK296655,0.0,28.34,C112.0,Finance System
32578,DNR-04134,2024-03-16,22.72,GBP,Direct Debit,Completed,BK145947,0.0,22.72,C133.0,Finance System
32579,DNR-04134,2024-01-13,37.75,GBP,Direct Debit,Completed,BK821286,0.0,37.75,C129.0,Finance System
32580,DNR-04135,2024-03-12,5.0,GBP,Card,Completed,BK435742,0.12,4.88,C119.0,Finance System
32581,DNR-04135,2023-03-19,5.0,GBP,Cash,Refunded,BK913147,0.0,5.0,C100.0,Finance System
32582,DNR-04135,2024-03-06,7.44,GBP,Bank Transfer,Completed,BK803951,0.0,7.44,C119.0,Finance System
32583,DNR-04135,2024-09-18,5.0,GBP,Cash,Completed,BK725346,0.0,5.0,C107.0,Finance System
32584,DNR-04135,2024-01-18,5.89,GBP,Card,Completed,BK270666,0.15,5.739999999999999,C129.0,Finance System
32585,DNR-04135,2024-05-22,5.0,GBP,Card,Completed,BK142953,0.12,4.88,,Finance System
32586,DNR-04137,2024-05-24,11.28,GBP,Bank Transfer,Pending,BK991922,0.0,11.28,C120.0,Finance System
32587,DNR-04137,2023-12-24,23.23,GBP,Card,Completed,BK725041,0.58,22.650000000000002,C105.0,Finance System
32588,DNR-04139,2024-05-31,70.38,GBP,Direct Debit,Completed,BK793321,0.0,70.38,C120.0,Finance System
32589,DNR-04139,2024-03-25,53.92,GBP,Direct Debit,Completed,BK658716,0.0,53.92,,Finance System
32590,DNR-04139,2024-03-16,108.44,GBP,Direct Debit,Completed,BK162743,0.0,108.44,,Finance System
32591,DNR-04139,2023-08-13,44.57,GBP,Direct Debit,Completed,BK246019,0.0,44.57,C117.0,Finance System
32592,DNR-04139,2024-09-29,31.82,GBP,Direct Debit,Completed,BK317455,0.0,31.82,C124.0,Finance System
32593,DNR-04139,2023-02-09,31.8,GBP,Direct Debit,Completed,BK189837,0.0,31.8,C131.0,Finance System
32594,DNR-04139,2023-06-16,61.88,GBP,Card,Completed,BK158228,1.55,60.330000000000005,C108.0,Finance System
32595,DNR-04139,2023-03-22,72.67,GBP,Direct Debit,Completed,BK643073,0.0,72.67,C110.0,Finance System
32596,DNR-04139,2024-01-23,43.64,GBP,Direct Debit,Completed,BK968643,0.0,43.64,C129.0,Finance System
32597,DNR-04139,2024-02-01,46.99,GBP,Card,Completed,BK483731,1.17,45.82,,Finance System
32598,DNR-04139,2023-01-11,39.75,GBP,Direct Debit,Completed,BK388687,0.0,39.75,,Finance System
32599,DNR-04139,2024-04-26,84.81,GBP,Direct Debit,Completed,BK860022,0.0,84.81,C104.0,Finance System
32600,DNR-04141,2023-02-15,10.26,GBP,Card,Completed,BK769827,0.26,10.0,C118.0,Finance System
32601,DNR-04141,2023-07-18,5.0,GBP,Bank Transfer,Completed,BK786966,0.0,5.0,,Finance System
32602,DNR-04142,2024-01-01,18.01,GBP,Card,Completed,BK523598,0.45,17.560000000000002,C129.0,Finance System
32603,DNR-04142,2024-01-19,15.98,GBP,Bank Transfer,Completed,BK261235,0.0,15.98,C129.0,Finance System
32604,DNR-04143,2024-09-17,9.4,GBP,Card,Pending,BK920868,0.24,9.16,,Finance System
32605,DNR-04144,2024-07-28,394.68,GBP,Bank Transfer,Completed,BK392092,0.0,394.68,C134.0,Finance System
32606,ANON-6861,2024-04-25,284.12,GBP,Card,Completed,BK474747,7.1,277.02,C104.0,Finance System
32607,DNR-04144,2024-07-29,385.98,GBP,Bank Transfer,Completed,BK111770,0.0,385.98,C134.0,Finance System
32608,DNR-04144,2024-07-25,97.52,GBP,Card,Completed,BK865753,2.44,95.08,C122.0,Finance System
32609,ANON-3113,2024-07-28,249.08,GBP,Card,Completed,BK347537,6.23,242.85000000000002,C121.0,Finance System
32610,DNR-04144,2024-08-27,572.52,GBP,Card,Completed,BK127220,14.31,558.21,C102.0,Finance System
32611,DNR-04144,2024-08-24,232.04,GBP,Card,Completed,BK709948,5.8,226.23999999999998,C125.0,Finance System
32612,ANON-7689,2024-10-02,262.5,GBP,Card,Completed,BK134943,6.56,255.94,C124.0,Finance System
32613,DNR-04145,2023-06-22,23.87,GBP,Bank Transfer,Completed,BK573931,0.0,23.87,C126.0,Finance System
32614,DNR-04145,2024-07-28,37.1,GBP,Direct Debit,Completed,BK817168,0.0,37.1,C134.0,Finance System
32615,ANON-2083,2024-08-01,31.79,GBP,Direct Debit,Completed,BK800415,0.0,31.79,C121.0,Finance System
32616,DNR-04145,2023-04-08,60.41,GBP,Direct Debit,Completed,BK583173,0.0,60.41,C114.0,Finance System
32617,DNR-04145,2023-03-14,51.2,GBP,Direct Debit,Completed,BK321511,0.0,51.2,C114.0,Finance System
32618,DNR-04145,2024-07-26,37.6,GBP,Direct Debit,Completed,BK618686,0.0,37.6,C127.0,Finance System
32619,DNR-04145,2023-08-03,34.36,GBP,Direct Debit,Completed,BK162503,0.0,34.36,C116.0,Finance System
32620,DNR-04145,2023-09-15,48.62,GBP,Card,Completed,BK686366,1.22,47.4,C123.0,Finance System
32621,DNR-04145,2023-02-06,30.14,GBP,Direct Debit,Completed,BK563000,0.0,30.14,C118.0,Finance System
32622,DNR-04145,2024-06-16,29.21,GBP,Card,Completed,BK237900,0.73,28.48,C132.0,Finance System
32623,DNR-04145,2024-07-18,28.34,GBP,Direct Debit,Completed,BK997078,0.0,28.34,C121.0,Finance System
