history_id,donor_id,contact_type,contact_date,contact_outcome,campaign_id,staff_member,notes,valid_from,valid_to,is_current
56686,4565,SMS,2023-11-02,Successful,,James K,SMS contact - Successful,2023-11-02,,False
56687,4565,SMS,2024-11-01,Successful,,Ahmed R,SMS contact - Successful,2024-11-01,,False
56688,4565,Direct Mail,2023-08-08,Delivered,,Priya S,Direct Mail contact - Delivered,2023-08-08,,False
56689,4565,Phone,2023-11-04,No Answer,,James K,Phone contact - No Answer,2023-11-04,,False
56690,4565,Email,2024-09-27,Successful,113.0,Priya S,Email contact - Successful,2024-09-27,,False
56691,4565,Email,2024-02-09,Delivered,123.0,Ahmed R,Email contact - Delivered,2024-02-09,,False
56692,4565,Direct Mail,2024-02-06,Delivered,,Priya S,Direct Mail contact - Delivered,2024-02-06,,False
56693,4565,Phone,2023-04-10,Delivered,107.0,Ahmed R,Phone contact - Delivered,2023-04-10,,False
56694,4565,Phone,2023-06-10,No Answer,111.0,James K,Phone contact - No Answer,2023-06-10,,False
56695,4565,Email,2023-10-17,Successful,124.0,Ahmed R,Email contact - Successful,2023-10-17,,False
56696,4565,Phone,2024-01-22,Successful,,Ahmed R,Phone contact - Successful,2024-01-22,,False
56697,4565,Email,2024-07-17,Delivered,105.0,Ahmed R,Email contact - Delivered,2024-07-17,,False
56698,4565,Email,2023-07-09,Delivered,127.0,Priya S,Email contact - Delivered,2023-07-09,,False
56699,4565,Direct Mail,2023-04-09,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-04-09,,False
56700,4565,Direct Mail,2023-03-10,Delivered,,James K,Direct Mail contact - Delivered,2023-03-10,,True
56701,4258,Phone,2023-07-17,Successful,134.0,James K,Phone contact - Successful,2023-07-17,,False
56702,4258,SMS,2023-07-12,Successful,126.0,Priya S,SMS contact - Successful,2023-07-12,,False
56703,4258,Phone,2023-07-05,Successful,112.0,Priya S,Phone contact - Successful,2023-07-05,,False
56704,4258,SMS,2024-11-10,Delivered,,Priya S,SMS contact - Delivered,2024-11-10,,False
56705,4258,Email,2023-01-29,Successful,,Emily L,Email contact - Successful,2023-01-29,,False
56706,4258,Direct Mail,2024-11-30,Delivered,123.0,Sarah M,Direct Mail contact - Delivered,2024-11-30,,False
56707,4258,Direct Mail,2023-12-12,Delivered,121.0,Priya S,Direct Mail contact - Delivered,2023-12-12,,False
56708,4258,Phone,2024-10-08,No Answer,121.0,Emily L,Phone contact - No Answer,2024-10-08,,False
56709,4258,Direct Mail,2024-10-04,Delivered,103.0,Ahmed R,Direct Mail contact - Delivered,2024-10-04,,True
56710,4884,Phone,2023-12-11,No Answer,,Priya S,Phone contact - No Answer,2023-12-11,,False
56711,4884,Email,2024-06-16,Delivered,131.0,James K,Email contact - Delivered,2024-06-16,,False
56712,4884,Email,2024-04-02,Delivered,126.0,Sarah M,Email contact - Delivered,2024-04-02,,False
56713,4884,Email,2024-02-03,Successful,,Ahmed R,Email contact - Successful,2024-02-03,,False
56714,4884,Direct Mail,2024-05-24,Delivered,,Priya S,Direct Mail contact - Delivered,2024-05-24,,False
56715,4884,Email,2023-12-07,Successful,121.0,Priya S,Email contact - Successful,2023-12-07,,False
56716,4884,Phone,2024-02-14,No Answer,118.0,Ahmed R,Phone contact - No Answer,2024-02-14,,False
56717,4884,Email,2024-07-25,Delivered,,Emily L,Email contact - Delivered,2024-07-25,,False
56718,4884,Phone,2023-08-29,No Answer,110.0,Priya S,Phone contact - No Answer,2023-08-29,,False
56719,4884,Email,2023-02-26,Delivered,111.0,Sarah M,Email contact - Delivered,2023-02-26,,True
56720,7039,Phone,2023-09-14,No Answer,,Sarah M,Phone contact - No Answer,2023-09-14,,False
56721,7039,SMS,2024-07-21,Successful,118.0,Ahmed R,SMS contact - Successful,2024-07-21,,True
56722,6895,Email,2023-05-16,Delivered,121.0,Sarah M,Email contact - Delivered,2023-05-16,,False
56723,6895,Phone,2024-08-28,No Answer,,Ahmed R,Phone contact - No Answer,2024-08-28,,False
56724,6895,Phone,2024-08-22,No Answer,133.0,Priya S,Phone contact - No Answer,2024-08-22,,False
56725,6895,Phone,2023-12-19,No Answer,,Emily L,Phone contact - No Answer,2023-12-19,,False
56726,6895,Email,2023-03-02,Delivered,130.0,Ahmed R,Email contact - Delivered,2023-03-02,,True
56727,3601,SMS,2023-06-18,No Answer,107.0,Sarah M,SMS contact - No Answer,2023-06-18,,False
56728,3601,Direct Mail,2024-06-29,Delivered,106.0,Priya S,Direct Mail contact - Delivered,2024-06-29,,False
56729,3601,Email,2023-10-14,Delivered,,James K,Email contact - Delivered,2023-10-14,,False
56730,3601,SMS,2024-11-24,Delivered,114.0,Emily L,SMS contact - Delivered,2024-11-24,,False
56731,3601,Email,2024-11-25,Delivered,,Priya S,Email contact - Delivered,2024-11-25,,False
56732,3601,SMS,2024-07-20,Delivered,108.0,Sarah M,SMS contact - Delivered,2024-07-20,,False
56733,3601,Email,2023-03-09,Bounced,112.0,James K,Email contact - Bounced,2023-03-09,,False
56734,3601,Direct Mail,2023-12-26,Delivered,109.0,James K,Direct Mail contact - Delivered,2023-12-26,,False
56735,3601,Phone,2023-01-26,Successful,,Emily L,Phone contact - Successful,2023-01-26,,False
56736,3601,Direct Mail,2024-11-11,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-11-11,,False
56737,3601,SMS,2024-06-01,Bounced,101.0,Sarah M,SMS contact - Bounced,2024-06-01,,False
56738,3601,Phone,2023-10-06,No Answer,,Emily L,Phone contact - No Answer,2023-10-06,,False
56739,3601,Direct Mail,2023-11-06,Delivered,,Emily L,Direct Mail contact - Delivered,2023-11-06,,True
56740,2796,Email,2024-11-22,Successful,,James K,Email contact - Successful,2024-11-22,,False
56741,2796,SMS,2023-03-19,Delivered,130.0,James K,SMS contact - Delivered,2023-03-19,,False
56742,2796,Direct Mail,2024-11-01,Delivered,131.0,James K,Direct Mail contact - Delivered,2024-11-01,,False
56743,2796,SMS,2023-08-05,Opted Out,128.0,Priya S,SMS contact - Opted Out,2023-08-05,2023-10-17,False
56744,2796,Direct Mail,2023-03-15,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-03-15,,False
56745,2796,SMS,2023-03-29,Delivered,102.0,Ahmed R,SMS contact - Delivered,2023-03-29,,False
56746,2796,SMS,2024-11-30,Opted Out,105.0,James K,SMS contact - Opted Out,2024-11-30,2025-02-06,False
56747,2796,SMS,2024-05-15,Opted Out,,Emily L,SMS contact - Opted Out,2024-05-15,2024-10-17,False
56748,2796,SMS,2024-11-11,Delivered,,Priya S,SMS contact - Delivered,2024-11-11,,False
56749,2796,Direct Mail,2023-05-05,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-05-05,,False
56750,2796,Phone,2024-04-28,Successful,102.0,Emily L,Phone contact - Successful,2024-04-28,,False
56751,2796,SMS,2024-07-30,Delivered,100.0,Ahmed R,SMS contact - Delivered,2024-07-30,,False
56752,2796,SMS,2023-09-24,No Answer,,Ahmed R,SMS contact - No Answer,2023-09-24,,False
56753,2796,SMS,2023-06-14,Delivered,103.0,Emily L,SMS contact - Delivered,2023-06-14,,True
56754,2701,SMS,2024-06-11,Opted Out,105.0,Emily L,SMS contact - Opted Out,2024-06-11,2024-09-14,False
56755,2701,Direct Mail,2024-08-17,Delivered,131.0,Sarah M,Direct Mail contact - Delivered,2024-08-17,,False
56756,2701,SMS,2023-08-24,Delivered,118.0,Emily L,SMS contact - Delivered,2023-08-24,,False
56757,2701,Phone,2023-11-02,No Answer,105.0,Ahmed R,Phone contact - No Answer,2023-11-02,,False
56758,2701,Phone,2024-08-16,No Answer,,Emily L,Phone contact - No Answer,2024-08-16,,False
56759,2701,Direct Mail,2023-11-11,Delivered,111.0,Emily L,Direct Mail contact - Delivered,2023-11-11,,True
56760,1287,Direct Mail,2024-11-19,Delivered,113.0,Ahmed R,Direct Mail contact - Delivered,2024-11-19,,False
56761,1287,SMS,2023-04-30,No Answer,111.0,James K,SMS contact - No Answer,2023-04-30,,False
56762,1287,Email,2023-05-03,Delivered,,Priya S,Email contact - Delivered,2023-05-03,,True
56763,3984,SMS,2024-04-03,Delivered,133.0,Sarah M,SMS contact - Delivered,2024-04-03,,False
56764,3984,SMS,2024-01-14,Delivered,133.0,Ahmed R,SMS contact - Delivered,2024-01-14,,False
56765,3984,Phone,2024-03-03,Delivered,113.0,Emily L,Phone contact - Delivered,2024-03-03,,False
56766,3984,Email,2023-10-06,Delivered,134.0,Emily L,Email contact - Delivered,2023-10-06,,False
56767,3984,SMS,2024-03-05,Delivered,108.0,Priya S,SMS contact - Delivered,2024-03-05,,False
56768,3984,SMS,2023-10-27,Delivered,,Priya S,SMS contact - Delivered,2023-10-27,,False
56769,3984,Email,2023-06-25,Delivered,133.0,Ahmed R,Email contact - Delivered,2023-06-25,,False
56770,3984,Direct Mail,2024-02-02,Delivered,117.0,Ahmed R,Direct Mail contact - Delivered,2024-02-02,,False
56771,3984,SMS,2023-08-28,Opted Out,125.0,Ahmed R,SMS contact - Opted Out,2023-08-28,,True
56772,1477,Email,2023-05-27,Successful,101.0,Priya S,Email contact - Successful,2023-05-27,,False
56773,1477,Email,2023-01-15,Delivered,,James K,Email contact - Delivered,2023-01-15,,False
56774,1477,Email,2023-03-10,Bounced,100.0,Ahmed R,Email contact - Bounced,2023-03-10,,False
56775,1477,Phone,2024-03-07,No Answer,132.0,Priya S,Phone contact - No Answer,2024-03-07,,False
56776,1477,Direct Mail,2023-03-15,Delivered,,Priya S,Direct Mail contact - Delivered,2023-03-15,,False
56777,1477,Phone,2023-07-11,Successful,116.0,James K,Phone contact - Successful,2023-07-11,,False
56778,1477,Phone,2024-02-03,Opted Out,,Priya S,Phone contact - Opted Out,2024-02-03,2024-06-18,False
56779,1477,SMS,2023-11-10,Delivered,115.0,James K,SMS contact - Delivered,2023-11-10,,False
56780,1477,Email,2024-08-05,Bounced,134.0,Ahmed R,Email contact - Bounced,2024-08-05,,False
56781,1477,SMS,2023-03-31,Delivered,106.0,James K,SMS contact - Delivered,2023-03-31,,False
56782,1477,Phone,2024-04-26,Successful,,Emily L,Phone contact - Successful,2024-04-26,,True
56783,6377,SMS,2023-11-25,Delivered,119.0,Sarah M,SMS contact - Delivered,2023-11-25,,False
56784,6377,Phone,2023-08-23,Opted Out,,James K,Phone contact - Opted Out,2023-08-23,2024-02-03,False
56785,6377,Direct Mail,2023-02-27,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-02-27,,False
56786,6377,Email,2023-02-13,Delivered,,Ahmed R,Email contact - Delivered,2023-02-13,,True
56787,5896,Phone,2023-04-14,No Answer,134.0,Ahmed R,Phone contact - No Answer,2023-04-14,,False
56788,5896,Email,2024-02-15,Successful,,Sarah M,Email contact - Successful,2024-02-15,,False
56789,5896,Email,2024-07-19,Delivered,115.0,Ahmed R,Email contact - Delivered,2024-07-19,,True
56790,2724,Direct Mail,2023-11-28,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-11-28,,False
56791,2724,Phone,2024-04-14,Successful,,Ahmed R,Phone contact - Successful,2024-04-14,,False
56792,2724,SMS,2023-01-04,Opted Out,116.0,Ahmed R,SMS contact - Opted Out,2023-01-04,2023-04-10,False
56793,2724,Direct Mail,2023-01-23,Delivered,,Priya S,Direct Mail contact - Delivered,2023-01-23,,False
56794,2724,Phone,2024-03-22,No Answer,122.0,Emily L,Phone contact - No Answer,2024-03-22,,False
56795,2724,Phone,2023-09-21,Successful,,Priya S,Phone contact - Successful,2023-09-21,,False
56796,2724,SMS,2024-02-04,Delivered,106.0,Ahmed R,SMS contact - Delivered,2024-02-04,,False
56797,2724,SMS,2023-12-18,Delivered,108.0,James K,SMS contact - Delivered,2023-12-18,,False
56798,2724,SMS,2024-11-01,Successful,130.0,Emily L,SMS contact - Successful,2024-11-01,,False
56799,2724,Email,2023-11-17,Successful,123.0,James K,Email contact - Successful,2023-11-17,,False
56800,2724,SMS,2023-11-20,Delivered,112.0,Ahmed R,SMS contact - Delivered,2023-11-20,,False
56801,2724,Email,2023-04-04,Delivered,107.0,Priya S,Email contact - Delivered,2023-04-04,,False
56802,2724,Phone,2024-07-29,Successful,113.0,James K,Phone contact - Successful,2024-07-29,,False
56803,2724,Email,2023-06-21,Bounced,,James K,Email contact - Bounced,2023-06-21,,True
56804,3068,Email,2024-01-03,Opted Out,118.0,Emily L,Email contact - Opted Out,2024-01-03,2024-03-29,False
56805,3068,Direct Mail,2024-08-12,Delivered,125.0,Sarah M,Direct Mail contact - Delivered,2024-08-12,,False
56806,3068,Direct Mail,2023-08-05,Delivered,132.0,James K,Direct Mail contact - Delivered,2023-08-05,,False
56807,3068,Email,2023-07-07,Delivered,107.0,Sarah M,Email contact - Delivered,2023-07-07,,False
56808,3068,Phone,2023-05-19,Successful,110.0,Emily L,Phone contact - Successful,2023-05-19,,False
56809,3068,SMS,2023-11-17,Delivered,,Ahmed R,SMS contact - Delivered,2023-11-17,,True
56810,3881,Email,2023-06-14,Bounced,,Emily L,Email contact - Bounced,2023-06-14,,False
56811,3881,Direct Mail,2023-04-05,Delivered,106.0,Priya S,Direct Mail contact - Delivered,2023-04-05,,False
56812,3881,SMS,2023-09-22,Opted Out,,Sarah M,SMS contact - Opted Out,2023-09-22,2024-02-05,False
56813,3881,Phone,2023-09-27,Successful,101.0,Ahmed R,Phone contact - Successful,2023-09-27,,False
56814,3881,SMS,2023-10-07,Delivered,102.0,Ahmed R,SMS contact - Delivered,2023-10-07,,False
56815,3881,SMS,2023-11-18,Delivered,,James K,SMS contact - Delivered,2023-11-18,,False
56816,3881,Email,2023-02-13,Delivered,101.0,Priya S,Email contact - Delivered,2023-02-13,,False
56817,3881,SMS,2023-12-19,Opted Out,125.0,Emily L,SMS contact - Opted Out,2023-12-19,2024-05-26,False
56818,3881,Email,2024-03-25,Bounced,127.0,Emily L,Email contact - Bounced,2024-03-25,,False
56819,3881,SMS,2023-03-19,Delivered,100.0,Ahmed R,SMS contact - Delivered,2023-03-19,,False
56820,3881,Direct Mail,2023-02-21,Delivered,,James K,Direct Mail contact - Delivered,2023-02-21,,False
56821,3881,Direct Mail,2024-01-13,Delivered,115.0,Ahmed R,Direct Mail contact - Delivered,2024-01-13,,False
56822,3881,Direct Mail,2023-04-09,Delivered,127.0,James K,Direct Mail contact - Delivered,2023-04-09,,False
56823,3881,Direct Mail,2023-05-17,Delivered,127.0,Sarah M,Direct Mail contact - Delivered,2023-05-17,,True
56824,1862,SMS,2023-11-03,Delivered,,Ahmed R,SMS contact - Delivered,2023-11-03,,False
56825,1862,SMS,2024-02-16,Delivered,126.0,James K,SMS contact - Delivered,2024-02-16,,False
56826,1862,Phone,2023-03-22,No Answer,113.0,Priya S,Phone contact - No Answer,2023-03-22,,False
56827,1862,Phone,2023-09-22,No Answer,127.0,Sarah M,Phone contact - No Answer,2023-09-22,,False
56828,1862,Phone,2024-05-17,No Answer,123.0,Ahmed R,Phone contact - No Answer,2024-05-17,,False
56829,1862,SMS,2024-05-13,Delivered,110.0,Emily L,SMS contact - Delivered,2024-05-13,,False
56830,1862,Direct Mail,2024-01-29,Delivered,,Priya S,Direct Mail contact - Delivered,2024-01-29,,False
56831,1862,Direct Mail,2023-09-06,Delivered,111.0,Priya S,Direct Mail contact - Delivered,2023-09-06,,False
56832,1862,SMS,2023-02-27,Delivered,105.0,James K,SMS contact - Delivered,2023-02-27,,False
56833,1862,Direct Mail,2024-02-16,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-02-16,,False
56834,1862,Phone,2024-06-12,No Answer,,Sarah M,Phone contact - No Answer,2024-06-12,,False
56835,1862,Phone,2023-11-02,No Answer,,Ahmed R,Phone contact - No Answer,2023-11-02,,False
56836,1862,Email,2023-02-15,Delivered,124.0,James K,Email contact - Delivered,2023-02-15,,False
56837,1862,SMS,2023-10-06,Delivered,107.0,Priya S,SMS contact - Delivered,2023-10-06,,False
56838,1862,Email,2024-01-22,Delivered,,Ahmed R,Email contact - Delivered,2024-01-22,,True
56839,5247,SMS,2024-11-08,Successful,,Priya S,SMS contact - Successful,2024-11-08,,False
56840,5247,Direct Mail,2024-06-26,Delivered,108.0,Priya S,Direct Mail contact - Delivered,2024-06-26,,False
56841,5247,Direct Mail,2024-05-18,Delivered,133.0,James K,Direct Mail contact - Delivered,2024-05-18,,False
56842,5247,Direct Mail,2023-01-31,Delivered,127.0,James K,Direct Mail contact - Delivered,2023-01-31,,False
56843,5247,Phone,2024-04-20,Successful,118.0,James K,Phone contact - Successful,2024-04-20,,False
56844,5247,Phone,2024-08-22,No Answer,,James K,Phone contact - No Answer,2024-08-22,,True
56845,1483,Phone,2024-05-18,Delivered,,Priya S,Phone contact - Delivered,2024-05-18,,False
56846,1483,Phone,2023-02-26,No Answer,125.0,Ahmed R,Phone contact - No Answer,2023-02-26,,False
56847,1483,Email,2023-06-08,Delivered,130.0,Sarah M,Email contact - Delivered,2023-06-08,,False
56848,1483,Direct Mail,2023-09-30,Delivered,128.0,Sarah M,Direct Mail contact - Delivered,2023-09-30,,False
56849,1483,Direct Mail,2023-11-02,Delivered,131.0,James K,Direct Mail contact - Delivered,2023-11-02,,True
56850,5042,Phone,2024-08-26,No Answer,130.0,Priya S,Phone contact - No Answer,2024-08-26,,False
56851,5042,Email,2024-10-17,Bounced,,James K,Email contact - Bounced,2024-10-17,,False
56852,5042,SMS,2024-10-19,Successful,118.0,Priya S,SMS contact - Successful,2024-10-19,,False
56853,5042,SMS,2024-01-18,Delivered,,Emily L,SMS contact - Delivered,2024-01-18,,False
56854,5042,Phone,2023-06-22,Successful,,Emily L,Phone contact - Successful,2023-06-22,,False
56855,5042,Phone,2024-11-03,Successful,,Ahmed R,Phone contact - Successful,2024-11-03,,False
56856,5042,Email,2023-02-16,Delivered,,Emily L,Email contact - Delivered,2023-02-16,,True
56857,4539,Direct Mail,2023-01-28,Delivered,113.0,Emily L,Direct Mail contact - Delivered,2023-01-28,,False
56858,4539,SMS,2023-09-24,Successful,,James K,SMS contact - Successful,2023-09-24,,False
56859,4539,Phone,2023-10-26,No Answer,102.0,Ahmed R,Phone contact - No Answer,2023-10-26,,False
56860,4539,Phone,2023-01-02,No Answer,132.0,Emily L,Phone contact - No Answer,2023-01-02,,False
56861,4539,Phone,2024-04-30,Successful,,Priya S,Phone contact - Successful,2024-04-30,,False
56862,4539,SMS,2024-02-28,No Answer,126.0,Priya S,SMS contact - No Answer,2024-02-28,,False
56863,4539,Email,2023-12-25,Delivered,113.0,James K,Email contact - Delivered,2023-12-25,,False
56864,4539,SMS,2024-09-30,Delivered,,Ahmed R,SMS contact - Delivered,2024-09-30,,False
56865,4539,Phone,2023-11-15,No Answer,124.0,Emily L,Phone contact - No Answer,2023-11-15,,False
56866,4539,Phone,2023-05-17,Successful,,Emily L,Phone contact - Successful,2023-05-17,,False
56867,4539,SMS,2024-05-18,Delivered,,Emily L,SMS contact - Delivered,2024-05-18,,True
56868,3167,Direct Mail,2023-01-18,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-01-18,,False
56869,3167,SMS,2024-08-18,Delivered,110.0,Ahmed R,SMS contact - Delivered,2024-08-18,,False
56870,3167,Direct Mail,2023-07-17,Delivered,124.0,Emily L,Direct Mail contact - Delivered,2023-07-17,,False
56871,3167,Direct Mail,2023-11-18,Delivered,122.0,Priya S,Direct Mail contact - Delivered,2023-11-18,,False
56872,3167,Phone,2024-06-20,No Answer,,Emily L,Phone contact - No Answer,2024-06-20,,False
56873,3167,Direct Mail,2023-09-01,Delivered,119.0,Ahmed R,Direct Mail contact - Delivered,2023-09-01,,False
56874,3167,SMS,2024-10-23,Opted Out,125.0,Emily L,SMS contact - Opted Out,2024-10-23,2024-12-05,False
56875,3167,SMS,2023-09-06,Delivered,112.0,Sarah M,SMS contact - Delivered,2023-09-06,,False
56876,3167,Email,2023-04-17,Bounced,,Emily L,Email contact - Bounced,2023-04-17,,False
56877,3167,Phone,2023-12-02,No Answer,105.0,Ahmed R,Phone contact - No Answer,2023-12-02,,False
56878,3167,Phone,2024-06-12,No Answer,,Priya S,Phone contact - No Answer,2024-06-12,,False
56879,3167,Direct Mail,2024-03-29,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-03-29,,False
56880,3167,Phone,2023-03-05,Opted Out,113.0,Ahmed R,Phone contact - Opted Out,2023-03-05,2023-04-30,False
56881,3167,SMS,2024-04-01,Successful,,James K,SMS contact - Successful,2024-04-01,,True
56882,5257,Direct Mail,2024-10-11,Opted Out,102.0,Emily L,Direct Mail contact - Opted Out,2024-10-11,2025-02-11,False
56883,5257,Phone,2024-05-18,No Answer,,James K,Phone contact - No Answer,2024-05-18,,True
56884,4899,Phone,2024-09-15,No Answer,,Ahmed R,Phone contact - No Answer,2024-09-15,,False
56885,4899,Phone,2024-04-17,Opted Out,108.0,Ahmed R,Phone contact - Opted Out,2024-04-17,2024-07-14,False
56886,4899,SMS,2024-08-13,Successful,,James K,SMS contact - Successful,2024-08-13,,False
56887,4899,SMS,2023-03-25,Delivered,117.0,Emily L,SMS contact - Delivered,2023-03-25,,False
56888,4899,Email,2024-04-27,Delivered,104.0,Emily L,Email contact - Delivered,2024-04-27,,False
56889,4899,Email,2024-05-03,Bounced,,Sarah M,Email contact - Bounced,2024-05-03,,True
56890,6928,Email,2024-07-02,Bounced,,James K,Email contact - Bounced,2024-07-02,,False
56891,6928,SMS,2023-12-04,Successful,130.0,James K,SMS contact - Successful,2023-12-04,,False
56892,6928,Phone,2023-04-20,Successful,114.0,Ahmed R,Phone contact - Successful,2023-04-20,,False
56893,6928,Phone,2024-02-22,Delivered,,James K,Phone contact - Delivered,2024-02-22,,False
56894,6928,Email,2023-08-18,Successful,108.0,James K,Email contact - Successful,2023-08-18,,False
56895,6928,Phone,2023-08-27,Successful,,Emily L,Phone contact - Successful,2023-08-27,,False
56896,6928,SMS,2023-03-20,Opted Out,101.0,Ahmed R,SMS contact - Opted Out,2023-03-20,,True
56897,1515,Phone,2023-07-10,No Answer,116.0,Priya S,Phone contact - No Answer,2023-07-10,,False
56898,1515,SMS,2024-10-02,Successful,,Ahmed R,SMS contact - Successful,2024-10-02,,False
56899,1515,Phone,2024-02-24,Delivered,106.0,Sarah M,Phone contact - Delivered,2024-02-24,,False
56900,1515,Direct Mail,2024-07-02,Delivered,,James K,Direct Mail contact - Delivered,2024-07-02,,False
56901,1515,Direct Mail,2024-01-12,Delivered,,Emily L,Direct Mail contact - Delivered,2024-01-12,,True
56902,3412,SMS,2023-11-01,Delivered,104.0,Ahmed R,SMS contact - Delivered,2023-11-01,,False
56903,3412,Phone,2023-09-01,Successful,,James K,Phone contact - Successful,2023-09-01,,False
56904,3412,Phone,2023-05-12,Successful,114.0,Ahmed R,Phone contact - Successful,2023-05-12,,False
56905,3412,Direct Mail,2023-12-20,Delivered,130.0,Ahmed R,Direct Mail contact - Delivered,2023-12-20,,False
56906,3412,Direct Mail,2023-12-27,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-12-27,,False
56907,3412,Email,2024-10-28,Successful,113.0,Sarah M,Email contact - Successful,2024-10-28,,False
56908,3412,Direct Mail,2023-01-21,Delivered,108.0,Emily L,Direct Mail contact - Delivered,2023-01-21,,False
56909,3412,Direct Mail,2023-02-18,Delivered,131.0,Priya S,Direct Mail contact - Delivered,2023-02-18,,False
56910,3412,Phone,2024-10-11,No Answer,101.0,Emily L,Phone contact - No Answer,2024-10-11,,False
56911,3412,Phone,2023-12-14,Opted Out,,Ahmed R,Phone contact - Opted Out,2023-12-14,2024-03-31,False
56912,3412,Phone,2024-04-29,No Answer,126.0,Sarah M,Phone contact - No Answer,2024-04-29,,False
56913,3412,Email,2024-07-10,Successful,,James K,Email contact - Successful,2024-07-10,,False
56914,3412,Direct Mail,2023-03-28,Delivered,,James K,Direct Mail contact - Delivered,2023-03-28,,True
56915,1929,Email,2023-06-19,Delivered,100.0,James K,Email contact - Delivered,2023-06-19,,False
56916,1929,Phone,2023-12-28,Delivered,,Sarah M,Phone contact - Delivered,2023-12-28,,True
56917,1548,SMS,2023-02-23,Successful,,Ahmed R,SMS contact - Successful,2023-02-23,,False
56918,1548,SMS,2024-10-10,Successful,,Ahmed R,SMS contact - Successful,2024-10-10,,False
56919,1548,Phone,2023-05-09,No Answer,118.0,Sarah M,Phone contact - No Answer,2023-05-09,,False
56920,1548,Phone,2023-01-30,No Answer,100.0,Emily L,Phone contact - No Answer,2023-01-30,,False
56921,1548,Email,2024-09-11,Opted Out,,Ahmed R,Email contact - Opted Out,2024-09-11,2024-12-04,False
56922,1548,Email,2024-11-28,Bounced,,Ahmed R,Email contact - Bounced,2024-11-28,,False
56923,1548,Phone,2024-01-27,Successful,124.0,Emily L,Phone contact - Successful,2024-01-27,,False
56924,1548,Direct Mail,2023-09-19,Delivered,114.0,Emily L,Direct Mail contact - Delivered,2023-09-19,,True
56925,3105,Phone,2024-05-20,No Answer,106.0,Sarah M,Phone contact - No Answer,2024-05-20,,False
56926,3105,Email,2024-07-20,Opted Out,,Sarah M,Email contact - Opted Out,2024-07-20,2024-09-08,False
56927,3105,Direct Mail,2023-05-25,Delivered,,Priya S,Direct Mail contact - Delivered,2023-05-25,,False
56928,3105,SMS,2023-11-07,Successful,120.0,Sarah M,SMS contact - Successful,2023-11-07,,True
56929,4735,Direct Mail,2024-08-25,Delivered,,Priya S,Direct Mail contact - Delivered,2024-08-25,,False
56930,4735,Email,2024-02-01,Delivered,114.0,James K,Email contact - Delivered,2024-02-01,,False
56931,4735,SMS,2023-09-30,Opted Out,131.0,Ahmed R,SMS contact - Opted Out,2023-09-30,2024-01-28,False
56932,4735,Direct Mail,2024-03-12,Delivered,,Priya S,Direct Mail contact - Delivered,2024-03-12,,False
56933,4735,Direct Mail,2023-01-10,Delivered,123.0,Priya S,Direct Mail contact - Delivered,2023-01-10,,False
56934,4735,Phone,2023-11-08,Successful,,Ahmed R,Phone contact - Successful,2023-11-08,,False
56935,4735,Direct Mail,2024-10-15,Delivered,109.0,Sarah M,Direct Mail contact - Delivered,2024-10-15,,False
56936,4735,Email,2024-06-12,Successful,,Ahmed R,Email contact - Successful,2024-06-12,,False
56937,4735,Phone,2024-04-18,Opted Out,116.0,James K,Phone contact - Opted Out,2024-04-18,2024-07-09,False
56938,4735,Email,2024-03-31,Delivered,,James K,Email contact - Delivered,2024-03-31,,False
56939,4735,Direct Mail,2023-09-07,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-09-07,,False
56940,4735,SMS,2024-11-05,Opted Out,106.0,Priya S,SMS contact - Opted Out,2024-11-05,2025-01-16,False
56941,4735,Direct Mail,2024-02-25,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-02-25,,True
56942,4680,Direct Mail,2023-08-23,Delivered,,Priya S,Direct Mail contact - Delivered,2023-08-23,,False
56943,4680,SMS,2023-03-24,Successful,,Ahmed R,SMS contact - Successful,2023-03-24,,False
56944,4680,Direct Mail,2023-08-13,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-08-13,,False
56945,4680,SMS,2023-03-10,Bounced,122.0,Priya S,SMS contact - Bounced,2023-03-10,,False
56946,4680,Direct Mail,2024-04-11,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-04-11,,True
56947,4906,Phone,2024-03-25,Opted Out,,Ahmed R,Phone contact - Opted Out,2024-03-25,2024-07-03,False
56948,4906,Direct Mail,2024-06-24,Delivered,101.0,Ahmed R,Direct Mail contact - Delivered,2024-06-24,,False
56949,4906,SMS,2023-05-16,Delivered,,Sarah M,SMS contact - Delivered,2023-05-16,,False
56950,4906,Direct Mail,2023-02-21,Delivered,128.0,Sarah M,Direct Mail contact - Delivered,2023-02-21,,False
56951,4906,Direct Mail,2024-05-07,Delivered,112.0,Sarah M,Direct Mail contact - Delivered,2024-05-07,,False
