donation_id,donor_id,donation_date,amount,campaign_id,payment_method,gift_type,gift_aid_claimed
25316,4836,2023-08-30,5.0,109.0,Card,One-off,Yes
25317,4836,2024-01-31,6.1,128.0,Card,One-off,Yes
25318,4836,2023-03-17,8.02,110.0,Card,One-off,Yes
25319,4836,2024-07-11,5.0,121.0,Bank Transfer,One-off,No
25320,4836,2023-03-05,10.78,103.0,Card,One-off,No
25321,4836,2023-09-27,8.37,123.0,Bank Transfer,One-off,Yes
25322,4837,2023-07-25,27.6,,Card,One-off,No
25323,4837,2024-07-24,11.23,122.0,Card,One-off,No
25324,4837,2024-08-06,19.97,122.0,Cash,One-off,No
25325,4837,2023-08-21,17.71,117.0,Card,One-off,No
25326,4837,2023-07-28,25.04,116.0,Bank Transfer,One-off,Yes
25327,4837,2024-04-06,13.16,101.0,Bank Transfer,One-off,No
25328,4839,2023-05-29,7.17,126.0,Card,One-off,Yes
25329,4839,2024-07-28,11.73,134.0,Card,One-off,Yes
25330,4839,2023-07-20,8.24,,Card,One-off,No
25331,4839,2023-02-21,7.1,118.0,Bank Transfer,One-off,No
25332,4840,2023-08-06,70.89,116.0,Card,One-off,Yes
25333,4840,2024-08-08,46.97,122.0,Cash,One-off,Yes
25334,4840,2023-08-06,55.65,,Card,One-off,Yes
25335,4841,2023-09-01,61.9,109.0,Bank Transfer,One-off,No
25336,4841,2023-03-06,34.04,110.0,Card,One-off,Yes
25337,4842,2024-02-21,14.73,119.0,Direct Debit,One-off,Yes
25338,4842,2023-08-13,6.96,116.0,Card,Regular,No
25339,4842,2024-10-01,5.0,124.0,Direct Debit,Regular,Yes
25340,4842,2023-02-22,10.11,,Direct Debit,Regular,Yes
25341,4842,2023-09-08,14.47,123.0,Direct Debit,Regular,Yes
25342,4842,2023-03-26,11.81,103.0,Direct Debit,Regular,Yes
25343,4842,2024-09-24,16.46,106.0,Direct Debit,Regular,Yes
25344,4842,2023-06-22,13.32,126.0,Direct Debit,Regular,No
25345,4843,2024-06-02,12.2,,Bank Transfer,One-off,No
25346,4843,2024-07-10,7.05,121.0,Cash,One-off,Yes
25347,4843,2023-09-27,15.91,123.0,Card,One-off,No
25348,4843,2023-03-16,9.46,110.0,Bank Transfer,One-off,Yes
25349,4843,2024-09-30,9.46,107.0,Cash,One-off,No
25350,4844,2024-07-26,33.4,127.0,Bank Transfer,One-off,No
25351,4844,2024-09-22,41.24,106.0,Card,One-off,Yes
25352,4845,2024-09-11,9.06,106.0,Bank Transfer,One-off,No
25353,4845,2024-08-01,18.53,122.0,Cash,One-off,Yes
25354,4845,2024-10-02,16.01,124.0,Cheque,One-off,No
25355,4845,2024-09-12,11.54,124.0,Bank Transfer,One-off,No
25356,4847,2024-03-16,14.13,133.0,Bank Transfer,One-off,No
25357,4847,2024-06-15,9.14,132.0,Cash,One-off,No
25358,4847,2023-02-23,16.39,118.0,Card,One-off,Yes
25359,4847,2023-02-17,13.59,113.0,Bank Transfer,One-off,Yes
25360,4847,2024-05-18,8.54,120.0,Bank Transfer,One-off,Yes
25361,4847,2023-08-15,14.25,117.0,Cash,One-off,Yes
25362,4848,2024-09-06,15.58,106.0,Cheque,One-off,No
25363,4849,2024-09-27,5.0,106.0,Card,One-off,Yes
25364,4851,2023-12-22,256.72,112.0,Card,One-off,Yes
25365,4851,2024-04-26,615.6,104.0,Bank Transfer,One-off,Yes
25366,4851,2024-05-02,694.32,,Cheque,One-off,Yes
25367,4851,2023-12-20,291.02,105.0,Card,One-off,No
25368,4852,2024-10-10,44.91,107.0,Direct Debit,Regular,No
25369,4852,2024-10-03,34.08,124.0,Direct Debit,Regular,No
25370,4853,2024-09-12,30.71,107.0,Card,One-off,Yes
25371,4855,2023-06-15,5.0,108.0,Card,One-off,No
25372,4855,2023-03-23,5.13,114.0,Cash,One-off,Yes
25373,4855,2024-07-28,5.0,134.0,Bank Transfer,One-off,No
25374,4855,2023-03-17,5.0,114.0,Cash,One-off,Yes
25375,4855,2024-07-17,5.0,127.0,Bank Transfer,One-off,Yes
25376,4855,2024-08-21,5.0,125.0,Bank Transfer,One-off,Yes
25377,4856,2024-09-08,11.81,125.0,Card,One-off,Yes
25378,4856,2023-12-14,6.5,112.0,Cheque,One-off,Yes
25379,4856,2024-09-12,10.04,106.0,Card,One-off,No
25380,4856,2023-01-02,15.08,,Card,One-off,Yes
25381,4856,2024-08-10,8.24,122.0,Card,One-off,Yes
25382,4856,2024-07-20,9.98,121.0,Cash,One-off,Yes
25383,4857,2023-08-16,7.73,,Direct Debit,Regular,Yes
25384,4857,2024-05-20,8.64,120.0,Direct Debit,Regular,Yes
25385,4857,2024-07-05,11.24,,Direct Debit,Regular,No
25386,4857,2023-08-24,5.0,117.0,Direct Debit,Regular,No
25387,4857,2024-04-26,14.67,,Cash,Regular,Yes
25388,4857,2023-05-12,8.34,,Direct Debit,Regular,Yes
25389,4857,2023-08-03,10.29,116.0,Direct Debit,Regular,No
25390,4857,2023-05-18,11.57,111.0,Direct Debit,Regular,No
25391,4857,2024-03-08,9.01,119.0,Direct Debit,Regular,Yes
25392,4857,2023-03-03,7.74,,Direct Debit,Regular,Yes
25393,4857,2023-02-11,9.54,118.0,Direct Debit,Regular,Yes
25394,4857,2024-04-23,18.12,104.0,Direct Debit,Regular,No
25395,4857,2023-08-12,10.92,117.0,Bank Transfer,Regular,Yes
25396,4857,2023-01-25,9.81,131.0,Direct Debit,Regular,Yes
25397,4857,2023-03-30,13.05,103.0,Direct Debit,Regular,Yes
25398,4857,2023-08-14,11.84,117.0,Direct Debit,Regular,No
25399,4857,2023-12-28,11.48,,Direct Debit,Regular,Yes
25400,4857,2024-07-10,10.71,127.0,Card,Regular,No
25401,4857,2023-08-13,12.31,130.0,Direct Debit,Regular,Yes
25402,4857,2023-03-19,7.52,103.0,Direct Debit,Regular,Yes
25403,4857,2024-09-28,9.44,107.0,Direct Debit,Regular,Yes
25404,4857,2023-07-02,11.55,,Direct Debit,Regular,No
25405,4857,2024-01-22,12.67,129.0,Direct Debit,Regular,Yes
25406,4857,2023-01-12,11.82,,Direct Debit,Regular,Yes
25407,4857,2024-07-09,12.86,121.0,Direct Debit,Regular,No
25408,4857,2024-04-19,8.8,104.0,Direct Debit,Regular,Yes
25409,4857,2024-08-07,16.45,,Direct Debit,Regular,Yes
25410,4857,2023-02-20,6.85,115.0,Card,Regular,Yes
25411,4857,2024-07-16,9.38,,Direct Debit,Regular,Yes
25412,4857,2023-12-30,19.14,105.0,Direct Debit,Regular,No
25413,4857,2023-01-16,9.86,,Direct Debit,Regular,Yes
25414,4857,2023-03-23,10.74,110.0,Direct Debit,Regular,No
25415,4857,2024-01-23,8.83,128.0,Direct Debit,Regular,Yes
25416,4857,2024-08-25,5.0,,Direct Debit,Regular,No
25417,4857,2024-09-06,12.47,125.0,Direct Debit,Regular,Yes
25418,4857,2024-07-21,12.03,121.0,Direct Debit,Regular,Yes
25419,4857,2024-03-13,7.09,,Direct Debit,Regular,Yes
25420,4857,2024-01-02,7.97,,Direct Debit,Regular,Yes
25421,4860,2024-03-31,50.39,101.0,Card,One-off,Yes
25422,4860,2023-05-01,30.64,111.0,Card,One-off,Yes
25423,4860,2024-04-24,40.47,104.0,Bank Transfer,One-off,No
25424,4860,2023-08-21,45.9,117.0,Bank Transfer,One-off,Yes
25425,4860,2023-10-01,37.53,123.0,Cash,One-off,No
25426,4862,2024-07-13,23.73,127.0,Cheque,One-off,Yes
25427,4862,2023-08-15,22.63,117.0,Bank Transfer,One-off,No
25428,4862,2024-07-29,18.13,134.0,Card,One-off,Yes
25429,4862,2024-07-29,33.29,134.0,Card,One-off,Yes
25430,4862,2023-03-21,18.68,110.0,Card,One-off,No
25431,4862,2023-03-04,19.29,110.0,Card,One-off,No
25432,4862,2024-03-16,43.92,133.0,Bank Transfer,One-off,No
25433,4862,2023-08-12,39.33,109.0,Card,One-off,Yes
25434,4863,2023-12-05,9.71,112.0,Card,One-off,No
25435,4863,2024-04-02,8.45,101.0,Bank Transfer,One-off,No
25436,4863,2024-09-06,7.9,106.0,Bank Transfer,One-off,Yes
25437,4863,2023-09-11,10.42,123.0,Card,One-off,Yes
25438,4863,2024-09-08,7.87,102.0,Card,One-off,No
25439,4864,2023-05-16,25.69,,Card,One-off,Yes
25440,4864,2023-04-06,17.87,114.0,Bank Transfer,One-off,No
25441,4866,2023-05-24,9.38,,Direct Debit,Regular,No
25442,4866,2023-02-22,28.66,115.0,Direct Debit,Regular,Yes
25443,4866,2023-04-22,13.02,,Direct Debit,Regular,No
25444,4866,2024-07-08,19.46,127.0,Direct Debit,Regular,Yes
25445,4866,2023-08-17,9.5,109.0,Direct Debit,Regular,Yes
25446,4866,2024-10-08,5.0,107.0,Direct Debit,Regular,No
25447,4866,2023-09-03,17.87,117.0,Direct Debit,Regular,No
25448,4866,2024-08-02,13.23,122.0,Direct Debit,Regular,Yes
25449,4866,2023-07-08,6.23,,Direct Debit,Regular,Yes
25450,4866,2024-10-07,15.83,107.0,Direct Debit,Regular,Yes
25451,4866,2023-11-05,5.0,,Direct Debit,Regular,Yes
25452,4866,2024-09-26,10.57,107.0,Direct Debit,Regular,No
25453,4866,2024-04-24,13.32,104.0,Direct Debit,Regular,Yes
25454,4868,2024-09-16,9.42,124.0,Card,One-off,Yes
25455,4868,2024-08-14,6.23,102.0,Card,One-off,Yes
25456,4868,2024-09-28,9.09,106.0,Card,One-off,No
25457,4868,2023-10-13,7.44,,Bank Transfer,One-off,No
25458,4868,2024-07-29,6.45,122.0,Card,One-off,No
25459,4868,2024-04-03,5.41,101.0,Card,One-off,No
25460,4872,2023-10-16,16.31,,Card,One-off,No
25461,4872,2023-08-24,15.75,117.0,Bank Transfer,One-off,Yes
25462,4873,2023-05-26,43.14,126.0,Bank Transfer,One-off,No
25463,4873,2023-02-18,66.53,118.0,Card,One-off,Yes
25464,4873,2024-04-27,63.18,104.0,Card,One-off,Yes
25465,4874,2023-09-07,9.82,117.0,Card,One-off,Yes
25466,4874,2024-07-29,5.0,134.0,Cheque,One-off,No
25467,4874,2023-02-04,6.0,113.0,Bank Transfer,One-off,No
25468,4875,2023-06-15,14.81,126.0,Cash,One-off,Yes
25469,4875,2023-03-12,18.52,115.0,Cash,One-off,Yes
25470,4875,2024-06-16,12.97,132.0,Card,One-off,Yes
25471,4876,2024-01-25,11.92,128.0,Bank Transfer,One-off,Yes
25472,4877,2024-09-19,16.74,106.0,Card,One-off,Yes
25473,4878,2024-04-29,12.27,104.0,Card,One-off,Yes
25474,4879,2024-01-01,82.75,129.0,Direct Debit,Regular,Yes
25475,4879,2024-09-08,64.51,125.0,Card,Regular,Yes
25476,4879,2024-05-30,151.85,,Direct Debit,Regular,No
25477,4879,2024-10-07,84.87,107.0,Direct Debit,Regular,Yes
25478,4879,2024-07-29,97.37,134.0,Direct Debit,Regular,Yes
25479,4879,2024-02-20,108.4,119.0,Card,Regular,Yes
25480,4879,2023-06-25,120.27,126.0,Direct Debit,Regular,No
25481,4879,2024-01-18,59.25,128.0,Direct Debit,Regular,No
25482,4879,2024-10-31,149.87,,Direct Debit,Regular,Yes
25483,4879,2024-07-09,109.83,127.0,Cash,Regular,Yes
25484,4879,2024-09-24,102.34,106.0,Direct Debit,Regular,Yes
25485,4879,2024-06-14,90.01,120.0,Direct Debit,Regular,Yes
25486,4879,2024-07-22,79.23,121.0,Card,Regular,Yes
25487,4879,2024-02-07,143.59,,Direct Debit,Regular,Yes
25488,4879,2023-09-29,101.06,123.0,Direct Debit,One-off,Yes
25489,4879,2023-11-17,152.48,,Direct Debit,One-off,Yes
25490,4879,2024-03-12,67.56,119.0,Card,Regular,Yes
25491,4879,2024-06-15,143.45,132.0,Direct Debit,Regular,Yes
25492,4879,2024-04-02,113.18,101.0,Direct Debit,One-off,Yes
25493,4879,2024-12-28,90.84,,Direct Debit,Regular,Yes
25494,4879,2024-03-29,121.53,,Direct Debit,Regular,No
25495,4879,2023-12-27,117.26,105.0,Direct Debit,Regular,No
25496,4879,2024-03-30,75.72,101.0,Direct Debit,Regular,No
25497,4879,2024-06-13,103.25,120.0,Direct Debit,Regular,Yes
25498,4879,2024-06-16,135.0,120.0,Direct Debit,Regular,No
25499,4882,2024-08-18,117.75,102.0,Card,One-off,Yes
25500,4882,2023-02-17,58.42,113.0,Cash,One-off,Yes
25501,4883,2024-03-16,10.04,133.0,Card,One-off,No
25502,4884,2023-02-26,57.51,118.0,Cash,One-off,Yes
25503,4884,2023-02-16,52.97,118.0,Cash,One-off,Yes
25504,4884,2023-05-20,69.96,111.0,Cash,One-off,No
25505,4884,2023-03-26,42.48,103.0,Card,One-off,Yes
25506,4886,2023-12-20,26.58,112.0,Bank Transfer,One-off,No
25507,4886,2023-05-31,17.77,126.0,Cash,One-off,No
25508,4886,2024-05-23,33.06,120.0,Card,One-off,Yes
25509,4886,2023-12-17,26.55,112.0,Card,One-off,Yes
25510,4886,2023-01-28,17.11,113.0,Card,One-off,Yes
25511,4886,2023-03-28,29.31,,Cash,One-off,Yes
25512,4886,2023-06-10,25.56,126.0,Card,One-off,Yes
25513,4887,2024-08-27,30.53,125.0,Card,One-off,Yes
25514,4887,2024-09-17,48.81,106.0,Card,One-off,No
25515,4890,2024-08-07,11.6,127.0,Card,One-off,Yes
25516,4890,2024-02-04,14.26,128.0,Cash,One-off,No
25517,4890,2024-05-06,14.21,,Card,One-off,No
25518,4890,2024-04-27,13.77,104.0,Cheque,One-off,Yes
25519,4892,2024-05-17,7.37,120.0,Card,One-off,Yes
25520,4892,2023-03-19,5.0,115.0,Card,One-off,Yes
25521,4892,2024-04-11,5.0,,Card,One-off,No
25522,4892,2024-03-15,8.96,133.0,Cash,One-off,Yes
25523,4892,2024-01-31,6.88,,Bank Transfer,One-off,Yes
25524,4892,2023-02-21,6.3,118.0,Card,One-off,Yes
25525,4892,2023-06-08,6.34,108.0,Bank Transfer,One-off,Yes
25526,4892,2023-08-31,9.3,109.0,Card,One-off,Yes
25527,4893,2023-09-04,28.67,109.0,Cheque,One-off,Yes
25528,4893,2024-06-16,20.88,132.0,Cash,One-off,Yes
25529,4893,2024-07-28,47.4,134.0,Card,One-off,No
25530,4893,2023-03-17,31.64,115.0,Card,One-off,No
25531,4893,2024-07-29,44.55,134.0,Card,One-off,Yes
25532,4894,2023-12-21,7.6,112.0,Direct Debit,Regular,Yes
25533,4894,2024-06-16,7.27,132.0,Direct Debit,Regular,Yes
25534,4894,2024-09-19,6.18,,Direct Debit,Regular,Yes
25535,4894,2024-08-10,6.09,102.0,Direct Debit,Regular,Yes
25536,4894,2024-06-16,8.85,132.0,Direct Debit,Regular,Yes
25537,4894,2023-11-27,5.32,112.0,Direct Debit,Regular,No
25538,4894,2024-07-13,10.34,121.0,Card,Regular,Yes
25539,4894,2024-04-18,8.26,104.0,Direct Debit,Regular,Yes
25540,4894,2024-03-15,6.41,133.0,Card,Regular,Yes
25541,4894,2023-12-07,7.89,112.0,Direct Debit,Regular,No
25542,4894,2024-02-02,5.0,,Direct Debit,Regular,Yes
25543,4894,2024-09-22,5.0,106.0,Direct Debit,Regular,Yes
25544,4894,2024-09-23,6.94,107.0,Direct Debit,Regular,Yes
25545,4894,2023-12-16,7.74,112.0,Direct Debit,One-off,No
25546,4894,2024-01-16,8.87,129.0,Direct Debit,Regular,No
25547,4894,2024-09-03,9.23,102.0,Direct Debit,One-off,No
25548,4894,2024-08-06,5.26,127.0,Direct Debit,Regular,No
25549,4894,2024-12-02,7.99,,Direct Debit,Regular,Yes
25550,4894,2023-12-03,5.0,112.0,Bank Transfer,Regular,No
25551,4894,2024-02-29,5.63,119.0,Cash,Regular,No
25552,4894,2024-03-14,9.11,133.0,Direct Debit,Regular,Yes
25553,4896,2023-03-12,6.73,115.0,Cash,One-off,No
25554,4896,2023-08-25,5.0,,Card,One-off,No
25555,4898,2023-05-01,68.92,,Cheque,One-off,Yes
25556,4898,2023-12-29,72.88,105.0,Card,One-off,Yes
25557,4898,2023-06-24,49.68,126.0,Cash,One-off,No
25558,4898,2023-01-01,42.16,,Card,One-off,Yes
25559,4898,2023-06-18,62.88,126.0,Card,One-off,Yes
25560,4898,2023-03-11,51.2,100.0,Cash,One-off,Yes
25561,4898,2024-08-19,53.3,125.0,Card,One-off,Yes
25562,4898,2023-08-17,49.11,130.0,Card,One-off,Yes
25563,4898,2024-09-24,52.79,124.0,Card,One-off,No
25564,4898,2023-04-22,42.96,,Card,One-off,Yes
25565,4898,2023-05-31,84.67,126.0,Card,One-off,Yes
25566,4898,2023-04-19,47.52,,Card,One-off,Yes
25567,4898,2023-03-11,50.92,110.0,Cash,One-off,No
25568,4898,2023-08-08,56.19,116.0,Cheque,One-off,No
25569,4898,2024-04-26,62.06,,Card,One-off,Yes
25570,4898,2024-09-21,52.37,124.0,Cash,One-off,Yes
25571,4898,2024-08-01,67.93,127.0,Card,One-off,Yes
25572,4898,2023-03-18,72.16,,Bank Transfer,One-off,Yes
25573,4898,2024-09-23,49.84,106.0,Cash,One-off,No
25574,4898,2023-01-26,60.07,131.0,Card,One-off,Yes
25575,4898,2024-04-04,52.57,,Cash,One-off,No
25576,4898,2023-05-18,29.58,111.0,Cash,One-off,Yes
25577,4898,2023-06-11,68.38,126.0,Bank Transfer,One-off,No
25578,4898,2024-09-20,42.65,107.0,Card,One-off,Yes
25579,4898,2023-08-16,35.01,130.0,Cash,One-off,Yes
25580,4898,2023-03-15,53.68,100.0,Cheque,One-off,Yes
25581,4898,2023-03-19,35.68,110.0,Card,One-off,No
25582,4898,2024-07-28,45.16,134.0,Cash,One-off,No
25583,4898,2023-09-12,28.68,,Card,One-off,No
25584,4898,2023-08-25,30.83,117.0,Bank Transfer,One-off,No
25585,4898,2023-12-01,35.03,112.0,Card,One-off,No
25586,4898,2024-08-05,60.66,122.0,Bank Transfer,One-off,Yes
25587,4898,2024-07-13,72.8,121.0,Card,One-off,Yes
25588,4898,2023-12-23,71.88,105.0,Card,One-off,No
25589,4898,2023-08-20,78.64,109.0,Cash,One-off,No
25590,4898,2024-01-08,49.7,105.0,Card,One-off,No
25591,4898,2023-08-21,58.4,116.0,Card,One-off,Yes
25592,4898,2024-10-01,47.48,107.0,Cheque,One-off,No
25593,4898,2023-12-11,82.13,112.0,Cheque,One-off,Yes
25594,4898,2024-08-19,64.88,125.0,Card,One-off,Yes
25595,4898,2023-09-21,40.43,123.0,Bank Transfer,One-off,Yes
25596,4898,2023-09-30,28.87,123.0,Bank Transfer,One-off,Yes
25597,4898,2024-08-26,70.2,102.0,Cash,One-off,Yes
25598,4898,2024-01-24,78.94,,Cash,One-off,Yes
25599,4898,2024-02-06,71.99,128.0,Card,One-off,Yes
25600,4898,2024-06-15,47.4,132.0,Cash,One-off,Yes
25601,4898,2023-03-02,46.44,,Bank Transfer,One-off,Yes
25602,4900,2023-03-22,21.16,114.0,Bank Transfer,One-off,Yes
25603,4900,2024-01-22,22.95,128.0,Cash,One-off,Yes
25604,4900,2023-03-04,21.62,100.0,Card,One-off,No
25605,4901,2023-03-06,21.47,103.0,Direct Debit,Regular,No
25606,4901,2023-03-15,25.51,110.0,Direct Debit,Regular,Yes
25607,4901,2023-12-30,20.0,105.0,Direct Debit,Regular,Yes
25608,4901,2023-05-23,9.76,108.0,Cash,Regular,No
25609,4901,2024-06-15,14.72,120.0,Direct Debit,One-off,No
25610,4901,2023-09-09,21.8,123.0,Direct Debit,Regular,Yes
25611,4901,2023-07-17,15.71,,Direct Debit,Regular,Yes
25612,4901,2024-04-18,18.72,104.0,Bank Transfer,Regular,No
25613,4901,2024-07-14,24.56,127.0,Direct Debit,Regular,No
25614,4901,2023-08-09,8.65,130.0,Direct Debit,One-off,Yes
25615,4904,2024-08-03,17.93,121.0,Bank Transfer,One-off,Yes
25616,4905,2024-05-02,17.53,104.0,Cheque,One-off,Yes
25617,4905,2024-09-12,18.45,125.0,Card,One-off,Yes
25618,4905,2023-06-17,6.13,126.0,Bank Transfer,One-off,No
25619,4905,2024-09-13,17.88,106.0,Bank Transfer,One-off,No
25620,4905,2023-04-30,9.55,111.0,Card,One-off,Yes
25621,4906,2024-08-26,31.64,102.0,Cash,One-off,Yes
25622,4906,2023-03-17,30.95,100.0,Card,One-off,No
25623,4906,2023-06-10,29.52,,Card,One-off,Yes
25624,4906,2023-01-22,27.69,,Cash,One-off,Yes
25625,4906,2023-08-05,59.18,116.0,Card,One-off,No
25626,4906,2024-08-01,36.69,121.0,Card,One-off,Yes
25627,4906,2024-04-05,45.09,,Card,One-off,Yes
25628,4906,2023-08-16,48.44,109.0,Card,One-off,No
25629,4906,2023-03-13,26.11,100.0,Bank Transfer,One-off,No
25630,4906,2024-01-02,44.53,129.0,Cash,One-off,Yes
25631,4906,2024-04-27,36.39,,Card,One-off,Yes
25632,4906,2024-11-02,55.36,,Card,One-off,Yes
25633,4906,2023-03-10,78.8,,Bank Transfer,One-off,No
25634,4906,2023-03-05,58.23,115.0,Cash,One-off,Yes
25635,4906,2024-05-23,46.95,,Cheque,One-off,No
25636,4906,2024-01-05,50.72,,Card,One-off,Yes
25637,4906,2023-02-26,46.33,115.0,Bank Transfer,One-off,Yes
25638,4906,2023-08-21,44.76,130.0,Card,One-off,No
25639,4906,2023-09-19,58.15,123.0,Card,One-off,Yes
25640,4906,2024-01-09,53.84,129.0,Card,One-off,Yes
25641,4906,2024-07-31,38.4,,Card,One-off,Yes
25642,4906,2023-12-07,25.67,112.0,Card,One-off,Yes
25643,4906,2023-03-10,45.6,115.0,Card,One-off,Yes
25644,4906,2024-02-04,15.48,128.0,Bank Transfer,One-off,No
25645,4906,2024-02-06,62.61,128.0,Cash,One-off,No
25646,4906,2023-12-22,29.17,112.0,Card,One-off,No
25647,4906,2024-09-07,51.35,124.0,Bank Transfer,One-off,Yes
25648,4906,2023-05-05,69.11,111.0,Bank Transfer,One-off,Yes
25649,4906,2023-11-23,50.55,112.0,Bank Transfer,One-off,Yes
25650,4906,2023-08-09,59.3,130.0,Card,One-off,No
25651,4906,2024-08-03,39.25,121.0,Card,One-off,No
25652,4906,2023-06-08,55.38,,Cash,One-off,Yes
25653,4906,2023-05-05,40.93,111.0,Cheque,One-off,No
25654,4906,2023-08-18,40.72,117.0,Card,One-off,Yes
25655,4906,2023-02-23,52.96,113.0,Bank Transfer,One-off,Yes
25656,4906,2023-02-04,34.55,118.0,Bank Transfer,One-off,No
25657,4906,2023-08-30,54.82,109.0,Bank Transfer,One-off,Yes
25658,4906,2024-03-15,50.25,133.0,Bank Transfer,One-off,Yes
25659,4906,2024-08-04,44.8,127.0,Cash,One-off,Yes
25660,4906,2023-06-02,36.02,108.0,Card,One-off,Yes
25661,4906,2023-08-23,55.41,109.0,Card,One-off,No
25662,4906,2024-01-02,23.69,,Cash,One-off,Yes
25663,4906,2023-01-31,44.27,113.0,Bank Transfer,One-off,No
25664,4906,2023-03-15,38.84,110.0,Card,One-off,Yes
25665,4906,2023-12-23,48.32,105.0,Bank Transfer,One-off,Yes
25666,4906,2024-09-06,34.21,124.0,Card,One-off,Yes
25667,4907,2024-09-20,119.95,106.0,Cash,One-off,Yes
25668,4908,2023-09-19,5.0,123.0,Direct Debit,Regular,No
25669,4908,2024-08-05,5.0,121.0,Direct Debit,Regular,Yes
25670,4908,2024-04-20,5.0,104.0,Direct Debit,Regular,No
25671,4908,2024-01-18,5.0,128.0,Direct Debit,Regular,Yes
25672,4908,2024-03-15,5.0,133.0,Bank Transfer,Regular,No
25673,4908,2024-10-04,5.0,107.0,Direct Debit,Regular,Yes
25674,4908,2024-03-30,5.0,,Direct Debit,Regular,No
25675,4908,2024-12-11,5.0,,Direct Debit,Regular,Yes
25676,4908,2024-07-17,5.0,121.0,Direct Debit,Regular,No
25677,4908,2024-11-10,5.09,,Direct Debit,One-off,No
25678,4908,2024-04-24,5.0,104.0,Direct Debit,Regular,No
25679,4908,2024-05-26,5.0,120.0,Direct Debit,Regular,Yes
25680,4908,2024-09-07,5.0,125.0,Direct Debit,One-off,Yes
25681,4908,2024-02-22,5.0,,Direct Debit,Regular,No
25682,4908,2023-09-25,5.0,123.0,Cheque,Regular,No
25683,4908,2024-03-16,5.0,133.0,Direct Debit,Regular,Yes
25684,4908,2024-09-30,5.0,106.0,Direct Debit,Regular,No
25685,4908,2024-08-12,5.0,,Direct Debit,Regular,No
25686,4908,2024-09-01,5.0,102.0,Direct Debit,Regular,No
25687,4908,2024-09-28,5.0,107.0,Direct Debit,Regular,No
25688,4908,2024-04-05,5.0,101.0,Direct Debit,Regular,Yes
25689,4908,2024-06-15,5.0,132.0,Direct Debit,Regular,No
25690,4908,2024-08-06,5.0,127.0,Direct Debit,Regular,Yes
25691,4908,2024-01-20,5.0,128.0,Direct Debit,Regular,No
25692,4908,2023-10-22,5.0,,Direct Debit,Regular,Yes
25693,4910,2024-11-24,5.0,,Bank Transfer,One-off,Yes
25694,4910,2024-08-18,6.55,125.0,Bank Transfer,One-off,Yes
25695,4910,2024-08-24,14.25,,Card,One-off,No
25696,4911,2024-03-03,5.0,119.0,Bank Transfer,One-off,Yes
25697,4911,2024-01-08,5.0,105.0,Bank Transfer,One-off,No
25698,4911,2024-09-28,5.0,107.0,Bank Transfer,One-off,No
25699,4911,2024-09-16,5.5,124.0,Card,One-off,Yes
25700,4916,2023-05-07,22.56,111.0,Bank Transfer,One-off,Yes
25701,4916,2023-05-02,35.26,111.0,Card,One-off,Yes
25702,4918,2024-01-07,11.69,129.0,Bank Transfer,One-off,Yes
25703,4918,2024-01-07,5.0,105.0,Cheque,One-off,Yes
25704,4918,2023-05-17,12.12,111.0,Card,One-off,Yes
25705,4918,2023-06-18,12.13,,Card,One-off,Yes
25706,4918,2023-01-26,8.07,131.0,Bank Transfer,One-off,Yes
25707,4919,2024-11-29,13.3,,Card,One-off,No
25708,4921,2024-05-26,21.27,120.0,Card,Regular,Yes
25709,4921,2023-04-03,38.14,114.0,Direct Debit,Regular,No
25710,4921,2023-08-12,19.07,109.0,Cash,Regular,Yes
25711,4921,2024-08-06,35.5,122.0,Direct Debit,Regular,Yes
25712,4921,2023-09-24,18.53,123.0,Direct Debit,Regular,Yes
25713,4921,2023-02-21,19.39,,Direct Debit,Regular,Yes
25714,4921,2024-06-12,26.2,120.0,Bank Transfer,Regular,Yes
25715,4921,2024-05-19,26.19,120.0,Direct Debit,Regular,Yes
25716,4922,2023-03-09,12.95,114.0,Card,One-off,Yes
25717,4922,2024-07-29,15.98,134.0,Cheque,One-off,No
25718,4922,2023-04-25,20.21,111.0,Card,One-off,No
25719,4922,2024-02-02,16.73,128.0,Card,One-off,Yes
25720,4923,2024-02-09,7.04,128.0,Card,One-off,No
25721,4923,2024-08-17,7.87,122.0,Cash,One-off,Yes
25722,4924,2023-10-02,8.8,123.0,Card,One-off,Yes
25723,4924,2023-04-24,6.79,,Card,One-off,Yes
25724,4924,2024-01-20,5.0,129.0,Card,One-off,Yes
25725,4925,2023-03-18,5.0,110.0,Card,One-off,No
25726,4925,2023-06-09,5.0,126.0,Bank Transfer,One-off,Yes
25727,4925,2023-03-04,5.0,115.0,Bank Transfer,One-off,Yes
25728,4925,2023-07-01,5.4,,Bank Transfer,One-off,No
25729,4925,2023-04-28,5.35,111.0,Bank Transfer,One-off,Yes
25730,4925,2024-01-06,5.12,129.0,Card,One-off,Yes
25731,4927,2024-04-10,75.6,101.0,Card,One-off,No
25732,4927,2023-08-18,40.72,130.0,Bank Transfer,One-off,Yes
25733,4927,2024-06-25,67.68,,Bank Transfer,One-off,Yes
25734,4927,2023-08-06,42.54,,Card,One-off,Yes
25735,4927,2023-09-27,39.84,,Cheque,One-off,Yes
25736,4927,2023-09-01,86.9,,Card,One-off,No
25737,4927,2023-09-08,78.4,123.0,Cash,One-off,No
